날짜,제목
2024-03-05,전기차 표지발급이 안됩니다.
2024-03-05,차량번호수정요청
2024-03-05,앞에한 질문에 대한 답변이 이해가 안되어서요.
2024-03-05,회원카드 차량번호(2건) 및 회원정보 수정 요청
2024-03-05,LPG 차량 등록
2024-03-05,차량변경후 기존카드 재사용 여부
2024-03-05,비공개로 문의한 내용 확인 건
2024-03-05,회원정보 수정 요청
2024-03-05,회원정보 수정문의드립니다.
2024-03-05,질의응답 답변 확인 불가
2024-03-04,전기차 차량 판매시에 대한 질문입니다
2024-03-04,타기관 이용내역이 지금도 조회가 안됩니다.
2024-03-04,차량번호 수정합니다.
2024-03-04,무공해업무지원시스템-의무구매임차제 질문입니다.
2024-03-04,이름 변경이 가능한가요?
2024-03-04,충전기별 충전 요금이랑 충전시간을 좀 알고싶어요
2024-03-04,회원카드 문의
2024-03-04,차량등록번호 변경요청
2024-03-04,사이트 영수증 인쇄가 안됨
2024-03-04,차량번호 변경 요청
2024-03-04,충전카드 차량번호 변경 부탁드립니다.
2024-03-02,선결재 취소후 차액 입금확인 요청드립니다.
2024-03-02,회원카드가 2*** 로 시작하면 구형 충전기에서 인식이 안된다고 합니다.
2024-03-02,결제오류
2024-03-01,카드 분실신고 했다 찾았습니다.
2024-03-01,카드 충전 방식 문의
2024-03-01,영업용 차량에 환경부카드로 충전시 부가세 매입공제 여부
2024-03-01,충전 오류 금액결제
2024-02-29,충전요금 미결제
2024-02-29,카드 등록 부탁합니다. 등록이 안됩니다
2024-02-29,전기차 충전카드등록 된 차량번호가 변경되었습니다.
2024-02-28,회원카드 차량등록 부탁드립니다.
2024-02-28,결제 금액 확인
2024-02-28,회원카드 한대 차량에 대한 중복 회원카드신청문의
2024-02-27,연도별 충전기 데이터 질문드립니다.
2024-02-27,결제카드 등록
2024-02-27,차량 번호 변경 부탁드려요
2024-02-27,신규 건물(빌딩) 전기차 충전 시설 운용 문의 건
2024-02-27,저공해차량 조회 문의
2024-02-27,회원카드 및 결제카드 관련입니다.
2024-02-27,질의응답 확인 불가
2024-02-26,차량번호 변경요청
2024-02-26,전기차(하이브리드) 기종 문의드립니다.
2024-02-26,차량번호가 변경되었습니다. 변경요청합니다.
2024-02-26,차량번호 변경 요청
2024-02-26,차량번호 변경 요청합니다.
2024-02-26,전기차 조회가 안됩니다.
2024-02-26,질의응답 답변 확인 불가
2024-02-26,저공해차량 조회
2024-02-26,충전소 운영 현황 관련 데이터 문의
2024-02-26,질의응답이 확인안됩니다.
2024-02-26,차량번호 변경 요청
2024-02-26,차량번호 변경 요청
2024-02-26,비공개 작성글 확인 불가
2024-02-26,차량번호 수정방법 문의드립니다.
2024-02-26,회원카드 차량번호 변경요청
2024-02-26,선결제로 충전해서 사용하고 싶은데 어떻게 충전하나요?
2024-02-26,회원카드 결제일 문의
2024-02-26,카드결제관련
2024-02-23,해피차저 결제 금액이 이상합니다.
2024-02-23,질의한 비공개게시글이 열리지 않습니다.
2024-02-23,시기별 충전소 목록 다운 방법
2024-02-23,아파트내 완속충전기 위치 바로 확인 할 수 있는 방법 없나요?
2024-02-23,결제카드 등록 불가
2024-02-23,질의응답글 확인
2024-02-22,결제카드 등록
2024-02-21,전기차 평균연비 문의
2024-02-21,전기차 충전소 수
2024-02-21,출장여비신청 시 증빙자료 제출하는데 문제가 있음(충전소 이름 표시 문제)
2024-02-21,처리완료 된 질의응답 내용
2024-02-20,충전내역 조회
2024-02-20,법인 회원가입
2024-02-20,충전을 했는데 결제내역(영수증)이 뜨지 않습니다.
2024-02-20,회원 카드 관련 문의
2024-02-20,기존 회원카드가 파손이라 새로 신청했는데 기존꺼는 어떻게 되는건가요?
2024-02-20,차량변경
2024-02-19,카드 분실해서 재발급을 받앗는데 카드에 차량번호 변경은 어떻게 하나요?
2024-02-19,회원명 변경 요청
2024-02-19,회원명 변경 요청
2024-02-19,청구서 원단위 결제
2024-02-19,충전기에서 QR코드 이용 시 회원카드로 결제할 수 있나요?
2024-02-19,공공기관 결제 후 영수증 출력시
2024-02-19,카드연계된 차량 번호 변경
2024-02-18,회원카드 수령 후 결재카드 등록이 안되요
2024-02-16,결제 실패 내역 처리
2024-02-16,차량변경
2024-02-16,차량 변경
2024-02-15,차량번호 교체 요청
2024-02-15,차량번호 변경 요청
2024-02-15,대기전력비용 부과는 어디에다 해야 하나요?
2024-02-15,회사차량 아이디 통합 관련
2024-02-15,결제 카드 등록
2024-02-15,카드 차량 번호 변경 요청
2024-02-14,회원카드에 연결한 결제카드의 번호가 다 나오게 조회할 수 있는 방법 문의
2024-02-14,'23년 전기차 충전 요금을 월 별로 확인하고 싶습니다.
2024-02-14,잦은 오류
2024-02-14,충전기완속.급속 잘못체크됐나 싶은 게 있습니다.
2024-02-13,결제 문자
2024-02-13,GS칼텍스 공항로 충전소 미운영
2024-02-13,회원이름 변경 요청 드립니다.
2024-02-13,결제 카드 등록
2024-02-13,결제 누락
2024-02-13,결재 누락 확인요청 드립니다.
2024-02-13,차량등록부탁드립니다.
2024-02-10,차량번호 변경
2024-02-09,영업용차량부가세환급
2024-02-08,타사 카드를 결제카드로 등록 가능합니까?
2024-02-08,재가입 전 사용 결제카드 재사용 가능 여부 질의
2024-02-08,차량번호 변경 요청드립니다.
2024-02-08,차량번호 변경 요청
2024-02-08,업무지원시스템 권한 설정
2024-02-08,차량번호 변경 요청드립니다.
2024-02-08,충전 시 100원 카드결제 및 승인취소 문의
2024-02-08,회원정보 변경 관련 문의
2024-02-07,정비용 충전기 통합누리집 등록 관련
2024-02-07,충전기 턱없이 부족
2024-02-05,타아파트 전기충전 가능여부
2024-02-05,무공해차 조회가 안되는데 왜그런걸까요?
2024-02-05,이중결제 관련
2024-02-04,지역별 과거 충전소 자료요청
2024-02-03,신용카드 등록
2024-02-03,영수증 출력관련 건의사항
2024-02-03,PHEV 차량에 대한 환경부 전기차충전카드 발급문의
2024-02-02,등록된 회원카드 삭제 요청 또는 삭제방법 문의
2024-02-02,회원정보 수정 관련 건의
2024-02-02,회원카드 재발급
2024-02-02,회원 인증 오류
2024-02-01,공공기관 회원카드 발급에 관한 질문입니다.
2024-02-01,분실된 회원카드는 자동으로 사용정지가 될까요?
2024-01-31,등록된 차량 번호 변경
2024-01-31,단체 계정의 사용자 이름 변경 문의
2024-01-31,등록 된 차량 변경이 필요 합니다 안되나요
2024-01-31,충전 카드 질문이요
2024-01-31,바이크 충전카드 등록
2024-01-31,이용 요금 조회결
2024-01-30,회원 이름 변경
2024-01-30,등록된 차량번호 변경
2024-01-30,안녕하세요. 확인 부탁드립니다.
2024-01-29,중복결제
2024-01-29,차량 번호 변경
2024-01-29,회원카드에 등록된 차량변경
2024-01-29,회원카드 결제 결과 처리전
2024-01-29,충전카드 변경 등록 문의
2024-01-28,충전비
2024-01-27,차량번호 변경
2024-01-27,회원카드 차량정보 변경 요청
2024-01-26,충전후 신용카드 정산은 언제되나요?
2024-01-26,회원카드 1개로 차량 두대 등록이 가능한가요?
2024-01-26,전기 수소 가격에 대한 api 문의
2024-01-25,카드분실
2024-01-25,차량번호 변경
2024-01-24,다름이 아니고
2024-01-24,회원카드 실물 발급 관련 건
2024-01-24,충전소 정보 표시 정정 요청
2024-01-23,충전기 설치현황 정보
2024-01-22,카드 배송 관련
2024-01-22,전기차충전기 고장으로 as 접수하였음에도 수리가 되지 않고 있습니다
2024-01-21,울산 동구 남목1동 행정센터내 주차라인
2024-01-21,개명으로 인한 정보 정정
2024-01-20,규정이..참 어렵네요
2024-01-19,타기관요금 전체 검색이 안 됩니다.
2024-01-19,차량번호 변경 요청합니다.
2024-01-19,"""타기관 이용요금"" 보유카드구분 전체가 조회 안됨"
2024-01-19,[수소 충전소 운영 관련 내용 제안]
2024-01-19,카드 2개 사용
2024-01-18,선결제 취소 오류
2024-01-18,충전기 데이터 관련 문의 드립니다.
2024-01-18,기본정보 변경
2024-01-18,결제카드 등록 오류
2024-01-17,차량 번호 변경 요청합니다.
2024-01-17,구청 전기차 등록
2024-01-17,전기차 충전 영수증 파일 일괄 다운로드
2024-01-17,타기관 기기 제한없이 사용가능한가요?
2024-01-17,결제카드 변경
2024-01-16,저공해차량 문의드립니다.
2024-01-16,회원카드 1개로 두대 차량 충전가능여부
2024-01-16,실물카드 등기 못받아서 회수됐어요
2024-01-16,환경부 카드 로밍요금 문의드립니다.
2024-01-15,결제방법 관련 문의
2024-01-15,충전기 설치 관련 질의입니다.
2024-01-15,결제카드 등록 시 정상적인 비밀번호를 넣었는데도 실패해서 비밀번호 오류횟수 초과 되었습니다 조치바랍니다
2024-01-14,40분 충전했는데 요금은 58만원 나왔습니다
2024-01-13,분실신고 된 카드를 다시 정상카드로 변경하거나 삭제하려면
2024-01-12,결제카드 변경 후 카드 태깅이 되지 않습니다.
2024-01-12,결제 내역 조회
2024-01-12,전기차 카드결제가 안되요
2024-01-12,결제금액 확인요청
2024-01-12,lpg 차량지원 혜택은 어떤게 있나요?
2024-01-12,전기차 충전카드가 중복결제 되었습니다.
2024-01-11,(법인) 차량 추가등록
2024-01-11,연결 카드 문의
2024-01-11,표지발급 이용신청
2024-01-10,분실카드로 등록된 카드를 다시 재등록할 수 있나요?
2024-01-10,법인 내 담당자 변경으로 인한 계정(카드) 이전 가능 여부 문의
2024-01-10,법인 차량 충전 정보가 조회되지 않습니다.
2024-01-10,카드발급관련문의
2024-01-09,고장 신고 페이지 관련 질문입니다.
2024-01-08,결제카드 화면에 조회되지 않습니다.
2024-01-08,자동결제 취소 후 재결제
2024-01-07,"이음 어플 활용, 본인인증 제도"
2024-01-06,카드사용내역 확인
2024-01-05,회원카드 분실 재발행
2024-01-05,법인명의 차량으로 충전카드 발급 후 결제관련입니다.
2024-01-05,API 관련 문의드립니다
2024-01-05,결제카드 등록관련
2024-01-03,충전완료시 문자발송 여부
2024-01-03,플러그인 하이브리드 차량은 카드 발급이 안 되나요?
2024-01-03,법인 회원은 어떻게 가입해야하죠?
2024-01-03,투루차저 가입 시 차종
2024-01-03,결제 여부
2024-01-03,회원카드 신청시 선택차종 누락
2024-01-03,카드를 분실하였어요 재발급해주세요
2024-01-02,카드에러문의
2024-01-02,법인회원 담당자 변경으로 인한 카드 등록 요청
2024-01-02,결제 금액 환불 관련
2024-01-02,등록차량 삭제
2024-01-02,법인회원 정보 수정
2024-01-01,카드재발급
